127.0.0.1 - - [16/Dec/2019:10:08:17 +0900] "GET / HTTP/1.1" 404 1115
127.0.0.1 - - [16/Dec/2019:10:43:26 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:26 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:37 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:43:37 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
127.0.0.1 - - [16/Dec/2019:10:43:37 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:37 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:39 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 20874
127.0.0.1 - - [16/Dec/2019:10:43:39 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:39 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:46 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:43:46 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:43:46 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:46 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:54 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:43:54 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
127.0.0.1 - - [16/Dec/2019:10:43:54 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:54 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:43:56 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 20902
127.0.0.1 - - [16/Dec/2019:10:43:56 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:43:56 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
127.0.0.1 - - [16/Dec/2019:10:44:48 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
127.0.0.1 - - [16/Dec/2019:10:44:48 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:10:44:48 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
127.0.0.1 - - [16/Dec/2019:10:44:48 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
127.0.0.1 - - [16/Dec/2019:14:30:42 +0900] "GET / HTTP/1.1" 404 1115
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/jquery-ui.js HTTP/1.1" 200 470596
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/css/style.css HTTP/1.1" 200 2624
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/images/logo1.png HTTP/1.1" 200 3009
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/jquery-ui.css HTTP/1.1" 200 35294
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/images/logo2.png HTTP/1.1" 200 4620
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/images/login.png HTTP/1.1" 200 459
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.52 - - [16/Dec/2019:14:30:42 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.52 - - [16/Dec/2019:14:30:43 +0900] "GET /favicon.ico HTTP/1.1" 404 1126
192.168.50.52 - - [16/Dec/2019:14:30:56 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.52 - - [16/Dec/2019:14:30:56 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.52 - - [16/Dec/2019:14:30:56 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.52 - - [16/Dec/2019:14:31:10 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.52 - - [16/Dec/2019:14:31:10 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15283
192.168.50.52 - - [16/Dec/2019:14:31:10 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.52 - - [16/Dec/2019:14:31:10 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.52 - - [16/Dec/2019:14:31:12 +0900] "GET /MyMVC/member/coinPurchaseTypeChoice.up?idx=5 HTTP/1.1" 200 5797
192.168.50.52 - - [16/Dec/2019:14:31:47 +0900] "GET /MyMVC/member/coinPurchaseTypeChoice.up?idx=5 HTTP/1.1" 200 5797
192.168.50.52 - - [16/Dec/2019:14:32:16 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.52 - - [16/Dec/2019:14:32:16 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.52 - - [16/Dec/2019:14:32:16 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.52 - - [16/Dec/2019:14:32:16 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.52 - - [16/Dec/2019:14:32:26 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.52 - - [16/Dec/2019:14:32:26 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15283
192.168.50.52 - - [16/Dec/2019:14:32:26 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.52 - - [16/Dec/2019:14:32:26 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.52 - - [16/Dec/2019:14:32:28 +0900] "GET /MyMVC/member/coinPurchaseTypeChoice.up?idx=5 HTTP/1.1" 200 5797
192.168.50.52 - - [16/Dec/2019:14:32:31 +0900] "GET /MyMVC/member/coinPurchaseEnd.up?idx=5&coinmoney=300000 HTTP/1.1" 200 3097
192.168.50.52 - - [16/Dec/2019:14:33:02 +0900] "GET /MyMVC/member/coinPurchaseTypeChoice.up?idx=5 HTTP/1.1" 200 5797
192.168.50.52 - - [16/Dec/2019:14:33:08 +0900] "GET /MyMVC/member/coinPurchaseEnd.up?idx=5&coinmoney=300000 HTTP/1.1" 200 3097
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/css/style.css HTTP/1.1" 200 2624
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/jquery-ui.css HTTP/1.1" 200 35294
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/images/logo1.png HTTP/1.1" 200 3009
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/jquery-ui.js HTTP/1.1" 200 470596
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/images/logo2.png HTTP/1.1" 200 4620
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/images/login.png HTTP/1.1" 200 459
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:46:31 +0900] "GET /favicon.ico HTTP/1.1" 404 1126
192.168.50.15 - - [16/Dec/2019:16:46:39 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:46:39 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
192.168.50.15 - - [16/Dec/2019:16:46:39 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:46:39 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 32486
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/images/cloth_canmart_1.png HTTP/1.1" 200 95264
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/images/berkelekle%EC%8B%AC%ED%94%8C%EB%9D%BC%EC%9A%B4%EB%93%9C01.jpg HTTP/1.1" 200 71317
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/images/cloth_buckaroo_1.png HTTP/1.1" 200 66637
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/images/book_bomul_1.png HTTP/1.1" 200 76559
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:46:42 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:46:50 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-37 HTTP/1.1" 200 1732
192.168.50.15 - - [16/Dec/2019:16:46:53 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-36 HTTP/1.1" 200 1744
192.168.50.15 - - [16/Dec/2019:16:47:18 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:47:18 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:47:18 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:47:18 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:47:26 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:47:26 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15283
192.168.50.15 - - [16/Dec/2019:16:47:26 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:47:26 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:47:28 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 26571
192.168.50.15 - - [16/Dec/2019:16:47:28 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:47:28 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:47:40 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:47:40 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:47:40 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:47:41 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/member/memberRegister.up HTTP/1.1" 200 37341
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/images/b_id_check.gif HTTP/1.1" 200 317
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/images/b_zipcode.gif HTTP/1.1" 200 291
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-bg_highlight-soft_100_feeebd_1x100.png HTTP/1.1" 200 343
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/agree/agree.html HTTP/1.1" 200 12017
192.168.50.15 - - [16/Dec/2019:16:47:42 +0900] "GET /MyMVC/images/join.png HTTP/1.1" 200 962
192.168.50.15 - - [16/Dec/2019:16:47:43 +0900] "GET /MyWeb/css/style.css HTTP/1.1" 404 1142
192.168.50.15 - - [16/Dec/2019:16:47:47 +0900] "GET /MyMVC/member/idDuplicateCheck.up HTTP/1.1" 200 2520
192.168.50.15 - - [16/Dec/2019:16:47:47 +0900] "GET /MyMVC/js/jquery-3.3.1.min.js HTTP/1.1" 200 86927
192.168.50.15 - - [16/Dec/2019:16:47:52 +0900] "POST /MyMVC/member/idDuplicateCheck.up HTTP/1.1" 200 2348
192.168.50.15 - - [16/Dec/2019:16:48:18 +0900] "GET /MyMVC/member/examCheckemail.up?email=hanmailrg%40naver.com HTTP/1.1" 200 29
192.168.50.15 - - [16/Dec/2019:16:48:44 +0900] "POST /MyMVC/member/memberInsert.up HTTP/1.1" 200 915
192.168.50.15 - - [16/Dec/2019:16:48:45 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:48:45 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:48:45 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:48:58 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 200 922
192.168.50.15 - - [16/Dec/2019:16:49:05 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:49:05 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15277
192.168.50.15 - - [16/Dec/2019:16:49:05 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:05 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/shop/mallHome.up HTTP/1.1" 200 21810
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/shop/mallDisplayJSON.up?pspec=HIT&start=1&len=8 HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/images/tv_samsung_h450_1.png HTTP/1.1" 200 53734
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/images/notebook_lg_gt50k_1.png HTTP/1.1" 200 63471
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/images/book_koreahistory_1.png HTTP/1.1" 200 59667
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/images/1.jpg HTTP/1.1" 200 74422
192.168.50.15 - - [16/Dec/2019:16:49:08 +0900] "GET /MyMVC/images/3.jpg HTTP/1.1" 200 85267
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21589
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/shop/prodView.up?pnum=3 HTTP/1.1" 200 26507
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:10 +0900] "GET /MyMVC/images/cloth_canmart_2.png HTTP/1.1" 200 994108
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/images/dislike.png HTTP/1.1" 200 8637
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/images/like.png HTTP/1.1" 200 6961
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-icons_3d3d3d_256x240.png HTTP/1.1" 200 6992
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-bg_gloss-wave_60_fece2f_500x100.png HTTP/1.1" 200 5849
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=3 HTTP/1.1" 200 36
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/shop/commentList.up?pnum=3 HTTP/1.1" 200 578
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-bg_gloss-wave_70_ffdd57_500x100.png HTTP/1.1" 200 5543
192.168.50.15 - - [16/Dec/2019:16:49:11 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-icons_bd7b00_256x240.png HTTP/1.1" 200 4549
192.168.50.15 - - [16/Dec/2019:16:49:12 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-bg_inset-soft_30_ffffff_1x100.png HTTP/1.1" 200 203
192.168.50.15 - - [16/Dec/2019:16:49:12 +0900] "GET /MyMVC/jquery-ui-1.11.4.custom/images/ui-icons_eb990f_256x240.png HTTP/1.1" 200 4549
192.168.50.15 - - [16/Dec/2019:16:49:13 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
192.168.50.15 - - [16/Dec/2019:16:49:14 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 27291
192.168.50.15 - - [16/Dec/2019:16:49:14 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:14 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:16 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21589
192.168.50.15 - - [16/Dec/2019:16:49:16 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:16 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:16 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
192.168.50.15 - - [16/Dec/2019:16:49:17 +0900] "GET /MyMVC/shop/prodView.up?pnum=4 HTTP/1.1" 200 26510
192.168.50.15 - - [16/Dec/2019:16:49:17 +0900] "GET /MyMVC/images/cloth_buckaroo_2.png HTTP/1.1" 200 554165
192.168.50.15 - - [16/Dec/2019:16:49:17 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:17 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:17 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=4 HTTP/1.1" 200 36
192.168.50.15 - - [16/Dec/2019:16:49:17 +0900] "GET /MyMVC/shop/commentList.up?pnum=4 HTTP/1.1" 200 10
192.168.50.15 - - [16/Dec/2019:16:49:19 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
192.168.50.15 - - [16/Dec/2019:16:49:21 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 29219
192.168.50.15 - - [16/Dec/2019:16:49:21 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:21 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:22 +0900] "GET /MyMVC/shop/mallByCategory.up?code=200000&cname=%EC%9D%98%EB%A5%98 HTTP/1.1" 200 21589
192.168.50.15 - - [16/Dec/2019:16:49:22 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:22 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:22 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=200000&start=1&len=8 HTTP/1.1" 200 960
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/shop/prodView.up?pnum=58 HTTP/1.1" 200 27261
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/images/berkelekle%EB%8B%A8%EA%B0%80%EB%9D%BC%ED%8F%AC%EC%9D%B8%ED%8A%B803.jpg HTTP/1.1" 200 57641
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/images/berkelekle%EC%8B%AC%ED%94%8CV%EB%84%A502.jpg HTTP/1.1" 200 58889
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/images/berkelekle%EB%94%94%EC%8A%A4%ED%8A%B8%EB%A6%AC%EB%B7%B0%ED%8A%B806.jpg HTTP/1.1" 200 83489
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/images/berkelekle%EB%8D%A9%ED%81%AC04.jpg HTTP/1.1" 200 41931
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/images/berkelekle%ED%8A%B8%EB%9E%9C%EB%94%9405.jpg HTTP/1.1" 200 42760
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=58 HTTP/1.1" 200 36
192.168.50.15 - - [16/Dec/2019:16:49:23 +0900] "GET /MyMVC/shop/commentList.up?pnum=58 HTTP/1.1" 200 134
192.168.50.15 - - [16/Dec/2019:16:49:24 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
192.168.50.15 - - [16/Dec/2019:16:49:25 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 31170
192.168.50.15 - - [16/Dec/2019:16:49:25 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:25 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/shop/mallByCategory.up?code=100000&cname=%EC%A0%84%EC%9E%90%EC%A0%9C%ED%92%88 HTTP/1.1" 200 21596
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=100000&start=1&len=8 HTTP/1.1" 200 2182
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/images/5.jpg HTTP/1.1" 200 50950
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/images/9.jpg HTTP/1.1" 200 103004
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/images/11.jpg HTTP/1.1" 200 57012
192.168.50.15 - - [16/Dec/2019:16:49:26 +0900] "GET /MyMVC/images/7.jpg HTTP/1.1" 200 47005
192.168.50.15 - - [16/Dec/2019:16:49:27 +0900] "GET /MyMVC/shop/prodView.up?pnum=1 HTTP/1.1" 200 26547
192.168.50.15 - - [16/Dec/2019:16:49:27 +0900] "GET /MyMVC/images/tv_samsung_h450_2.png HTTP/1.1" 200 312919
192.168.50.15 - - [16/Dec/2019:16:49:27 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:27 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:27 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=1 HTTP/1.1" 200 36
192.168.50.15 - - [16/Dec/2019:16:49:27 +0900] "GET /MyMVC/shop/commentList.up?pnum=1 HTTP/1.1" 200 10
192.168.50.15 - - [16/Dec/2019:16:49:28 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
192.168.50.15 - - [16/Dec/2019:16:49:29 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 31241
192.168.50.15 - - [16/Dec/2019:16:49:29 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:29 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:30 +0900] "GET /MyMVC/shop/mallByCategory.up?code=100000&cname=%EC%A0%84%EC%9E%90%EC%A0%9C%ED%92%88 HTTP/1.1" 200 21596
192.168.50.15 - - [16/Dec/2019:16:49:30 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:30 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:30 +0900] "GET /MyMVC/shop/categoryDisplayJSON.up?pcategory_fk=100000&start=1&len=8 HTTP/1.1" 200 2182
192.168.50.15 - - [16/Dec/2019:16:49:32 +0900] "GET /MyMVC/shop/prodView.up?pnum=2 HTTP/1.1" 200 26535
192.168.50.15 - - [16/Dec/2019:16:49:32 +0900] "GET /MyMVC/images/notebook_lg_gt50k_2.png HTTP/1.1" 200 362762
192.168.50.15 - - [16/Dec/2019:16:49:32 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
